model,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1,test_average_precision
ExtraTreesClassifier,0.0998225688934326,0.010002326965332,0.9378214947996452,0.9922700421940928,0.8827173479315462,0.9341944128109138,0.9342077040287848
XGBClassifier,0.0458101749420166,0.0058013916015625,0.9352656615335,0.9539719478582664,0.9150899610385534,0.933484186837128,0.914320670709142
LinearSVC,0.0112025737762451,0.0022005081176757,0.9301943078287512,0.9635700768395932,0.8963013078312956,0.9285120510016378,0.9156068602888414
